Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
MEIM.S2ZT,2019.03,10914.60884,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.04,10941.666058,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.05,10982.320358,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.06,11031.015624,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.07,11092.260188,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.08,11157.284619,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.09,11224.672644,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.10,11291.39114,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.11,11352.169502,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2019.12,11407.810463,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.01,11445.753852,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.02,11476.315398,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.03,11505.5049,,R,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.04,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.05,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.06,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.07,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.08,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.09,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.10,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.11,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2020.12,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2021.01,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2021.02,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2021.03,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.S2ZT,2021.04,,Y,C,Value,6,Employment indicators - MEI,High level industry by variable,Earnings - cash,All industries,Trend,,
MEIM.SA1AA,2019.05,96007,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.06,92219,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.07,92710,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.08,93407,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.09,94106,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.10,97250,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.11,105864,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2019.12,112040,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.01,108667,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.02,106052,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.03,103340,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.04,98787,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.05,99875,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.06,98225,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.07,97621,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.08,99639,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.09,99085,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.10,102421,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.11,109371,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2020.12,116468,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2021.01,110698,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2021.02,107453,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2021.03,105009,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1AA,2021.04,100065,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Agriculture, Forestry and Fishing",Actual,,
MEIM.SA1BA,2019.05,5624,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.06,5667,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.07,5790,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.08,5761,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.09,5776,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.10,5625,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.11,5620,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2019.12,5614,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.01,5695,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.02,5410,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.03,5820,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.04,5320,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.05,5353,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.06,5314,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.07,5316,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.08,5463,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.09,5303,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.10,5288,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.11,5375,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2020.12,5458,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2021.01,5407,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2021.02,5450,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2021.03,5522,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1BA,2021.04,5462,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Mining,Actual,,
MEIM.SA1CA,2019.05,232878,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.06,227383,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.07,225474,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.08,227200,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.09,226052,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.10,230193,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.11,235073,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2019.12,238109,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.01,234708,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.02,237359,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.03,235866,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.04,232510,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.05,232974,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.06,232006,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.07,229818,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.08,225293,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.09,224521,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.10,225744,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.11,230711,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2020.12,235330,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2021.01,231654,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2021.02,234480,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2021.03,234224,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1CA,2021.04,235255,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Manufacturing,Actual,,
MEIM.SA1DA,2019.05,19016,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.06,19053,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.07,19217,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.08,19296,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.09,19423,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.10,19492,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.11,19659,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2019.12,19760,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.01,19785,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.02,20175,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.03,19724,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.04,19964,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.05,20060,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.06,20153,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.07,20259,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.08,20322,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.09,20405,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.10,20446,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.11,20538,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2020.12,20810,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2021.01,20830,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2021.02,20902,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2021.03,20741,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1DA,2021.04,20978,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,"Electricity, Gas, Water and Waste Services",Actual,,
MEIM.SA1EA,2019.05,171566,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.06,171815,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.07,171966,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.08,171748,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.09,172541,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.10,173868,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.11,175956,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2019.12,176266,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.01,172636,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.02,177120,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.03,178002,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.04,176480,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.05,180117,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.06,180994,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.07,180387,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.08,180621,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.09,180825,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.10,181487,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.11,183586,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2020.12,184990,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2021.01,182624,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2021.02,187209,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2021.03,187919,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1EA,2021.04,189048,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Construction,Actual,,
MEIM.SA1FA,2019.05,112355,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.06,111690,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.07,111124,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.08,110744,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.09,110190,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.10,111962,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.11,114064,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2019.12,114675,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.01,112848,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.02,113300,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.03,113712,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.04,111560,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.05,111381,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.06,110890,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.07,110423,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.08,109708,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.09,109485,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.10,109667,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.11,110821,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2020.12,112243,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2021.01,110606,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2021.02,110950,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2021.03,111617,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1FA,2021.04,112235,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Wholesale Trade,Actual,,
MEIM.SA1GA,2019.05,204776,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.06,204673,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.07,204796,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.08,204963,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.09,205656,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.10,208170,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.11,212947,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2019.12,219592,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.01,212380,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.02,209960,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.03,208036,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.04,207248,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.05,208654,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.06,207912,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.07,206181,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.08,205226,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.09,205082,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.10,206622,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.11,211368,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2020.12,217939,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2021.01,211247,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2021.02,208190,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2021.03,207054,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1GA,2021.04,207689,,P,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Retail Trade,Actual,,
MEIM.SA1HA,2019.05,146901,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.06,144688,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.07,144510,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.08,145570,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.09,147165,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.10,148988,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.11,153210,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2019.12,154641,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2020.01,149894,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2020.02,152502,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2020.03,150439,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
MEIM.SA1HA,2020.04,145285,,F,Number,0,Employment indicators - MEI,Industry by variable,Filled jobs,Accommodation and Food Services,Actual,,
